gene,logFC,AveExpr,P.Value,adj.P.Val,B
Sbsn,-3.02145640119822,3.3495918142546848,2.239131371155176e-05,0.00020406214228292586,0.0
Ctsh,-3.5517862515123655,4.976079800824556,2.2416989511247673e-05,0.0002041574435121436,0.0
Bst1,1.6482852619832997,1.1870834386174767,2.2612857900361394e-05,0.00020566202625989702,0.0
Tbc1d14,-1.7524791527391752,5.272589582382346,2.2611790984969917e-05,0.00020566202625989702,0.0
Dnajb5,3.3087157469258286,4.459858147873251,2.2644453615554595e-05,0.00020580985450722555,0.0
Nfix,2.5320255125562987,6.428581748434986,2.2740183039813906e-05,0.00020653998339817436,0.0
Pgrmc2,0.8593998056085672,5.67922127947963,2.280898941100749e-05,0.00020702475842264239,0.0
Scarb1,-2.3205296596272653,6.442139216465866,2.2989171316288432e-05,0.00020851908939013475,0.0
Pde12,2.0925702438558718,6.160287032937191,2.3217391547055976e-05,0.00021044682946199725,0.0
Mdga1,2.144604021895008,2.349822916240027,2.3765956977625074e-05,0.00021527367512143172,0.0
Catspere1,-1.2900311154089439,0.9659375309518504,2.3977288765857994e-05,0.00021704138245208165,0.0
Gphr,-1.2208237189645312,4.514408847253535,2.408711335124954e-05,0.0002178884865859829,0.0
Zfp580,1.9687565486965772,2.019756480581545,2.4109739330819526e-05,0.00021794619482678164,0.0
Hmgcll1,2.2631483085261426,1.4479021597378496,2.4145387553545154e-05,0.00021812146399381025,0.0
Stox2,2.4798869583971603,6.6070683304592706,2.418852492431632e-05,0.00021836410623129438,0.0
Snx32,1.897285118963965,1.6913041909650388,2.4268363084104586e-05,0.00021870404598991114,0.0
Nucb2,-2.8808710924739067,5.342486105523636,2.4251097831819853e-05,0.00021870404598991114,0.0
Ocln,-4.451094244617234,3.81218406780391,2.4275089413267064e-05,0.00021870404598991114,0.0
Fam219aos,1.2481917600831385,1.0864543060981353,2.4368516075939884e-05,0.00021925126972416735,0.0
Car13,2.121316072592636,5.397341817106722,2.4365067726096647e-05,0.00021925126972416735,0.0
Nxph3,1.1250799203494155,0.9670792704172412,2.4400852644061648e-05,0.0002193950658311575,0.0
Abhd14b,-1.9736036668570347,4.323296637019736,2.4476467405574268e-05,0.00021978032814309157,0.0
Rsu1,3.1816133207539607,6.127217106595086,2.446373558617395e-05,0.00021978032814309157,0.0
Gm5454,1.8472192966167202,1.3497131507697102,2.475676594120128e-05,0.00022214850508442486,0.0
Ceacam10,-4.167381677174573,2.7260696783506475,2.477339785735602e-05,0.0002221491525778282,0.0
Insyn1,2.410167610711241,1.9756197597750882,2.4884358776055188e-05,0.00022284624364538074,0.0
Sec61g-ps1,-0.8612804135825654,3.837954936925563,2.488150752489186e-05,0.00022284624364538074,0.0
Polr3k,-0.8917867937729316,4.679690393100709,2.498588692254358e-05,0.00022345711537728142,0.0
Kif13a,1.8840090599015493,6.472432144613279,2.4984831819782833e-05,0.00022345711537728142,0.0
3110040N11Rik,-0.9776003060238532,2.680465472165144,2.5158268021019155e-05,0.00022484887774948165,0.0
Dnmbp,-1.670469373180528,4.617016086892433,2.5395732100054184e-05,0.000226820070653946,0.0
Tspyl4,1.9430906457966446,2.6180232851651604,2.5515686445824796e-05,0.00022773980949483677,0.0
Frmd7,2.567991818710653,2.3699644126348858,2.560333450415951e-05,0.00022831130930628583,0.0
Arfgef2,-1.483854302486864,5.973169455034179,2.5613754789859127e-05,0.00022831130930628583,0.0
Mical2,2.666838751555086,5.754136668498489,2.5749189531619762e-05,0.0002293661205622039,0.0
2010315B03Rik,-1.1038549631208272,2.536894578999767,2.5768139071876714e-05,0.00022938260494308302,0.0
Robo2,2.8700836231991222,1.881698567696393,2.5818390417407014e-05,0.00022967752483389595,0.0
Naalad2,1.2807930798904086,0.9267493326663142,2.58915494844819e-05,0.00023016211846620279,0.0
Prss8,-2.476805124069914,4.607161999501041,2.5907178448301618e-05,0.00023016211846620279,0.0
Mthfsd,-1.2710218741417112,3.330407744849199,2.5932938173638977e-05,0.0002302384947712554,0.0
Rlim,1.1633012413802781,8.054621731152812,2.597577971869225e-05,0.0002304663260094289,0.0
Dpagt1,-1.5173365286479386,4.15855921395617,2.5997031074352827e-05,0.0002305024268753755,0.0
Pcdhga10,1.4688422603263211,1.1799898060052616,2.6066261325364577e-05,0.00023081115226387182,0.0
Wfdc18,-5.49088253766705,7.908649753441764,2.6056487665749727e-05,0.00023081115226387182,0.0
Ccdc24,1.4269406415462809,1.1414870742775012,2.614570564427031e-05,0.0002310570759011108,0.0
Gm15417,-0.6825856528276599,1.1686284709929184,2.6120839782371305e-05,0.0002310570759011108,0.0
Kdr,2.3386017504840417,2.856718758230988,2.6129444998486204e-05,0.0002310570759011108,0.0
Adamts4,3.5877380653048307,5.570038752189837,2.621331535235339e-05,0.00023150205757196886,0.0
Pdxp,1.1550076415766606,1.5988087975408345,2.633000613310657e-05,0.00023237962649712147,0.0
Gpr108,-0.5723540395384035,5.829082415678253,2.643371072910921e-05,0.0002331415052143327,0.0
Egfros,2.2798831387471004,1.2674368186490828,2.649122729209088e-05,0.0002334952786618917,0.0
Cdh6,2.4781774348525576,1.269512506199283,2.652677454864401e-05,0.00023350303973578926,0.0
Pcca,-0.44913344591334425,4.886598746067635,2.6526920056454925e-05,0.00023350303973578926,0.0
Ephx2,-2.018405999046392,1.9281497808505952,2.6739585597055323e-05,0.00023522068248163746,0.0
Cnn2,4.819473753462557,5.36883103618354,2.6883164166480513e-05,0.0002363287334818716,0.0
Nynrin,2.880180273600536,2.690093024784099,2.700658989628831e-05,0.00023725828648245425,0.0
Timm10b,-0.9057424393619748,3.887143407673032,2.7245826026607975e-05,0.00023920337444171858,0.0
Ormdl1,-1.6679218516813648,2.935521371485074,2.7320508943340606e-05,0.00023970217624258615,0.0
Prdm11,1.4161666399673345,2.0059443480419836,2.7380499929465862e-05,0.00024007150755149317,0.0
Eif2ak3,-2.5254958921540456,4.64716675824072,2.7439397974242824e-05,0.00024043077976777758,0.0
Mvb12b,1.448176615884698,5.15021091106306,2.7538981498282893e-05,0.0002409226584638651,0.0
Myh10,3.4155617778190495,5.276394535581373,2.756737090883585e-05,0.0002409226584638651,0.0
Gm3095,1.0113654292377348,0.7834193948682718,2.7563093863288073e-05,0.0002409226584638651,0.0
B4galt1,-3.280342023848174,7.567700764389851,2.7683740457778855e-05,0.00024178214729238498,0.0
AB124611,1.926704465548705,1.6135949592459815,2.7743711219036862e-05,0.00024178411411481494,0.0
St3gal6,1.542059550415552,1.2253439182486459,2.7769799202273494e-05,0.00024178411411481494,0.0
Cdk20,1.5798794868345778,2.520501654826551,2.7744354269704966e-05,0.00024178411411481494,0.0
Pcdhb20,1.4422021065544506,1.5878215724253486,2.7769298615351282e-05,0.00024178411411481494,0.0
Notch4,1.483022026812586,2.1660740801413256,2.7807283367467877e-05,0.00024191615199389206,0.0
Atp2b4,4.986355943988177,4.297137772302796,2.785825652896693e-05,0.00024220253489053232,0.0
Plekha4,3.502196630005709,2.740363873900463,2.7939658196647912e-05,0.00024275292403369932,0.0
Frem2,4.09845585809872,3.4374871459939786,2.7975178983674123e-05,0.00024290422399093098,0.0
Gm5637,-1.2848923429820616,5.827249778866491,2.8180784399780336e-05,0.00024453119192952987,0.0
Nhlrc3,-1.3437357727159762,2.9939187614071905,2.8221668247383928e-05,0.00024472765322472873,0.0
Dnah1,1.8502658855438372,1.5550405398212284,2.8371442770894703e-05,0.00024586750954234656,0.0
Htatip2,-1.1913799789399486,3.542803730832187,2.855573267571183e-05,0.0002473048120365876,0.0
Tmem204,1.4010651884914374,1.0837657525856241,2.8674145964061466e-05,0.0002481701084566997,0.0
Eva1c,3.2036262222446856,2.4940818910108735,2.8725724203414783e-05,0.0002484562154666727,0.0
Apof,-3.012299393933046,1.7122306281562558,2.8774892907968046e-05,0.00024872112652087074,0.0
Atmin,-1.6988409244720737,4.1873175331175725,2.9011015727375613e-05,0.00025060062844993165,0.0
Ccl2,4.265055726901994,4.380077743331031,2.9039805619643378e-05,0.00025068789728926376,0.0
Wdr7,0.6726744556904185,4.7946540441303265,2.9111980894858498e-05,0.00025105440463699536,0.0
Ptprs,3.662142329517329,6.984755533688134,2.9119690914287347e-05,0.00025105440463699536,0.0
Hdhd5,-1.2504393761344779,3.104179905565607,2.91620878924924e-05,0.0002512584515592714,0.0
Arcn1,-0.6329521981407904,7.178973605227513,2.9298879099500473e-05,0.0002522452010817549,0.0
H4c12,-1.1139504675869567,1.1395636054857448,2.9314220535703005e-05,0.0002522452010817549,0.0
Myo5b,-3.1720598304593084,3.506423109020718,2.942969088149757e-05,0.00025307647639441656,0.0
Ralgps1,-1.6605825474504372,1.6270781338663738,2.9524868420024362e-05,0.00025373229330853735,0.0
Ankrd26,1.1739201949064872,3.248188579468858,2.9766571403629927e-05,0.00025553860826514504,0.0
Zmynd8,0.8413135897318629,6.211664166062349,2.977315279302435e-05,0.00025553860826514504,0.0
Fgd5,2.9189475884854756,2.6223730731090424,2.9910128576993064e-05,0.0002565501118033005,0.0
Brinp1,2.4864014268858194,1.5814537449223935,3.0251993856434537e-05,0.00025931661187480467,0.0
Gsdmd,2.725043533755138,2.2353043159659647,3.048922121247323e-05,0.00026118320725755325,0.0
Zfp618,1.8980944069777719,1.794586163594885,3.055433125992624e-05,0.0002615739335366372,0.0
Psmd5,-0.6368284098289632,4.377954266861522,3.0594025779341124e-05,0.0002617467192792482,0.0
Trbc2,2.0837827880441515,1.4776266520561336,3.072783719909062e-05,0.0002627239872694714,0.0
Jag1,4.070212418766145,5.565192500688339,3.076890602451917e-05,0.0002629075632604616,0.0
Pgm5,6.115584570749194,5.8882542596433005,3.094850538980829e-05,0.00026427383819495754,0.0
Lrrn4cl,2.007525632923377,2.1773800161893706,3.1052004498848065e-05,0.0002649889569669509,0.0
Anxa6,2.3944032239812723,8.095194947412484,3.119001041570605e-05,0.00026599745055734054,0.0
Apoc1,1.6614575992200447,5.622426543311952,3.1260328997512477e-05,0.000266427772237376,0.0
Ric3,1.965199763181525,1.2691852431959245,3.1487239347459494e-05,0.00026819131164836134,0.0
Wwp1,1.0823557928250302,4.822744402936972,3.156042758692717e-05,0.00026864412187730204,0.0
Gm15473,1.2431943050250402,1.0374196336718586,3.160575106065999e-05,0.0002688593218000975,0.0
Ptprt,2.6501500625475507,1.7793398715120767,3.169022041485961e-05,0.00026940703857119245,0.0
Klhl23,2.9294448586818462,3.9197429500478176,3.182300973221331e-05,0.0002703645823670941,0.0
Zfp239,2.4031345330428118,2.3850473180844154,3.188718611107211e-05,0.0002707383554936914,0.0
Pcdh17,1.3399791499621068,1.178991209499244,3.204556394476093e-05,0.0002719109679436862,0.0
Zdhhc12,-1.2679601497267927,2.104732845653466,3.2074401942641176e-05,0.00027198362962106915,0.0
Ap1s2,1.8984852413671225,2.36315893075658,3.215365654178515e-05,0.0002724834507315526,0.0
Strbp,-1.374945614130466,5.053947241259639,3.2353581646726876e-05,0.00027383173362198173,0.0
Uqcrfs1,-0.8688527157309442,6.257486549590247,3.241426529696874e-05,0.0002741188829756752,0.0
Tes,3.0255837896639584,7.159027293660248,3.242837624169933e-05,0.0002741188829756752,0.0
R3hcc1l,-1.0735258684319873,4.419897728561216,3.2577344749256517e-05,0.00027520471020861217,0.0
Dcun1d4,2.085398087952807,4.433355082105593,3.261710411414895e-05,0.0002753671816811253,0.0
Prorsd1,0.6097923805885666,2.9906478590050085,3.264350019029726e-05,0.0002754167012910929,0.0
Rtn4ip1,-0.7806814825215289,3.2026366373010844,3.272145934853021e-05,0.0002759009284478521,0.0
Mtmr11,3.0407461407217395,2.939922555248231,3.330043424229279e-05,0.0002804302105212541,0.0
Rab17,-3.13913371414285,3.047136846864818,3.328678374314388e-05,0.0002804302105212541,0.0
Bcl2l14,-3.299668327932872,2.01616426534348,3.338951845604886e-05,0.00028100400883807747,0.0
Gpsm2,3.1896486475501846,5.06857447218411,3.351824827959712e-05,0.00028173389766340557,0.0
Sorcs2,4.153287927346889,3.8738774798961493,3.3497644658195954e-05,0.00028173389766340557,0.0
Prkg1,3.5929021766638742,5.323845740862611,3.408468853446228e-05,0.0002863156522791556,0.0
Stx2,2.76742600911931,2.7749927624296618,3.440257169735241e-05,0.00028826389713927707,0.0
Robo1,3.8981121851981406,4.136525428873655,3.438683041110033e-05,0.00028826389713927707,0.0
Cd300lg,2.0499599550906407,2.607737714302034,3.434472464923717e-05,0.00028826389713927707,0.0
Plscr4,1.0069781649592948,0.7759352166740658,3.439161107445715e-05,0.00028826389713927707,0.0
Bckdk,-0.5574679426364684,5.380798183192421,3.4447745948783256e-05,0.0002884622421366588,0.0
Nacc2,2.851232874565745,4.47286523575073,3.4488257775461816e-05,0.0002886213213086839,0.0
Npdc1,-1.0862303411973686,6.129204950405341,3.45702742076805e-05,0.00028912732449877423,0.0
Prss12,2.6912031611227833,2.154379741998397,3.467310514710814e-05,0.0002898066701236484,0.0
Atp6v1d,-0.9803414717947065,5.451208627968639,3.488660183898446e-05,0.0002914095664196616,0.0
Kcnk7,1.259051577505617,0.9638611299610397,3.517599187368845e-05,0.0002934613998666235,0.0
Pcdhgc4,1.1747003485780643,1.0234580737858694,3.515947965386736e-05,0.0002934613998666235,0.0
Ppp1r9a,-3.767211141731284,2.7995652083397142,3.532878970817974e-05,0.0002945529608049914,0.0
Meox1,2.1477709327423584,1.3059838637294696,3.541682498428373e-05,0.00029510354482246347,0.0
Sowahb,-3.6587900510401274,5.419707649662837,3.558191152010909e-05,0.0002962950608580158,0.0
Ggt7,1.9064719607108884,1.8085864447421602,3.5764672906256756e-05,0.00029744766710318313,0.0
Nupr1,-3.6819031574391134,4.098400627299955,3.574415174305271e-05,0.00029744766710318313,0.0
Fam43b,2.6655691549227782,1.3551247618674982,3.581915066910098e-05,0.000297716174861208,0.0
Dmkn,-3.3051890911524406,2.662951373694357,3.610335994417057e-05,0.0002997070381504011,0.0
Ndor1,-1.395079611518721,4.88902637363904,3.6096576828467175e-05,0.0002997070381504011,0.0
Slc43a3,4.169479273868761,5.085994451113519,3.62374557194873e-05,0.0003006341796394076,0.0
Brsk1,2.8989503353255497,3.1184664348556286,3.658290197245579e-05,0.0003032212104869887,0.0
Slc27a4,-0.9235619305324869,5.224906321968491,3.6594494206368594e-05,0.0003032212104869887,0.0
Il18rap,-1.666907791272754,1.0257815063219125,3.671320777066348e-05,0.0003040170878045991,0.0
Mrm3,1.8624290246724127,2.979303615190877,3.678672179396008e-05,0.0003040627682476737,0.0
Emc1,1.9305955922949818,4.926948387490531,3.678059326716001e-05,0.0003040627682476737,0.0
Sntg2,1.9953617399087213,1.8061369793174957,3.6784844452361965e-05,0.0003040627682476737,0.0
B3galnt2,1.461643038614711,5.108951533356679,3.694402592327039e-05,0.00030517494320238443,0.0
Nfatc1,3.0273349046797993,5.550053936331975,3.7036034765555e-05,0.0003057467116184125,0.0
Icosl,2.2755242476080197,3.324424664086117,3.7272533569513e-05,0.00030750986336716907,0.0
Ssr2,-1.3833615604148708,7.16600422881692,3.7469976473674505e-05,0.0003089488226148393,0.0
Nop58,1.9184572287071688,8.370355186745734,3.779953243399251e-05,0.0003114746484041828,0.0
Cenpx,-0.8489674825912692,3.710750522379239,3.787118199169892e-05,0.00031187348460321736,0.0
Arl4c,3.6432904280997067,5.569089680043255,3.825158441888049e-05,0.0003148128864903569,0.0
Fam174b,-2.9339288156701495,3.5612259203632397,3.851194626693448e-05,0.0003166186251634305,0.0
Dld,-0.4585826283015555,6.574243488335011,3.851819577090709e-05,0.0003166186251634305,0.0
Gk,-2.607464884500615,5.789895488445432,3.857590735365394e-05,0.0003168988347515417,0.0
Col5a3,2.1282943759772612,2.5588634795794545,3.8829189213762805e-05,0.0003186141729485628,0.0
Igfbp7,2.7815737844283532,5.744275661570371,3.883221563704064e-05,0.0003186141729485628,0.0
Mapk4,-2.8155403607059095,2.190226600396858,3.8884457138412156e-05,0.00031865301924972455,0.0
Slc6a6,3.7051182799209377,6.446763072086637,3.88704132768953e-05,0.00031865301924972455,0.0
Slfn2,-2.8601476096634153,2.6754106444023553,3.901095583376531e-05,0.0003194944887118203,0.0
Speer8-ps1,1.5015569613608986,0.7616073786937078,3.906241611076053e-05,0.00031972075175463853,0.0
Os9,-1.2659050982540982,6.6548007064864025,3.924199186466282e-05,0.00032099470784417787,0.0
Gm3411,2.313526072148586,2.3734837948806855,3.968322910729645e-05,0.0003244061660416708,0.0
Slc39a1,1.7568744620039478,6.863846970030697,3.976782947760197e-05,0.00032489977615227187,0.0
Apmap,-0.6199136812431592,5.8840160509451715,3.979756405060301e-05,0.00032494480933587303,0.0
Gm2897,1.8699778382484005,1.804831508090685,3.9904662937857106e-05,0.00032562107865654076,0.0
Myef2l,1.2858315742043538,3.8860329691376845,4.015611846725059e-05,0.0003274737563757852,0.0
Ccdc134,-1.1075090326421169,3.3609220598195844,4.0262430752978075e-05,0.0003281412567139738,0.0
Rcan1,4.441019236856834,7.756165066656885,4.036387476628345e-05,0.0003283773355907997,0.0
Cryzl2,-1.3850269476952906,1.8403944515051522,4.0346456595201484e-05,0.0003283773355907997,0.0
Fkbp2,-0.4857793912885473,4.808462524482624,4.036483238085939e-05,0.0003283773355907997,0.0
Atp5pb,-0.6213152057692826,6.764877513093847,4.060471955269629e-05,0.00032981111554012933,0.0
Il17rb,2.481854865489902,2.2552755200200028,4.0614831373260804e-05,0.00032981111554012933,0.0
Psapl1,1.6986040975435355,1.1799140264615815,4.0585060031928225e-05,0.00032981111554012933,0.0
Iqcc,1.493459612537766,2.823067885945324,4.0690065674452596e-05,0.0003302221603283615,0.0
Rasal1,-3.53993653328902,2.7588144128266543,4.074067855025636e-05,0.00033043301254636584,0.0
Prtg,1.2372315528155615,0.774544851677453,4.086631017305231e-05,0.0003312516924299074,0.0
Pcdhb12,0.8880261624092396,0.9426492915429225,4.0925772660549175e-05,0.0003313332771522433,0.0
Rabl6,-0.6331517597765544,6.083551076779582,4.091938684570757e-05,0.0003313332771522433,0.0
Ror2,3.177393675798756,2.4221351698297053,4.097831284018837e-05,0.0003315585444819825,0.0
Hyal1,2.736161462305743,3.954751350405497,4.115881962595416e-05,0.000332818303364783,0.0
Fhdc1,2.350878126237858,5.807929743597788,4.1205405466080324e-05,0.00033299428573943827,0.0
Olfm1,2.137844241882959,3.135913884565787,4.123732493891345e-05,0.00033305160388652857,0.0
Camk2g,2.333071234981502,5.536424160886907,4.130473112806231e-05,0.00033339528765520814,0.0
Akap11,1.2329141914206296,6.006670255089838,4.134458986510346e-05,0.00033351633977171555,0.0
Auts2,2.5170160396024155,5.40215343443701,4.151024820527423e-05,0.0003346514300924001,0.0
Mybph,4.0267354146654455,2.850155672199738,4.1553138093985106e-05,0.00033479600452300914,0.0
2500004C02Rik,0.7584849926788021,1.1565542759534695,4.1765894857544934e-05,0.00033630821099277626,0.0
Rps6ka2,2.5132084495186913,3.087536231882387,4.181616411343956e-05,0.0003365110027485253,0.0
Crb3,-3.1931277016402877,3.7942713392517633,4.2168872546168774e-05,0.00033914593837341376,0.0
Slc35b2,-0.5728294366935058,5.7475773424248215,4.2500346359099485e-05,0.0003414024828786345,0.0
Nfil3,2.169715338106619,6.529580876003212,4.248423642072677e-05,0.0003414024828786345,0.0
Aip,1.6346874134354064,4.88259594461685,4.266978451244995e-05,0.00034255844358738245,0.0
Cldn5,2.1685460107972463,2.601211541724657,4.291031322717832e-05,0.00034428340427188823,0.0
Plekho2,1.8311039955568802,5.993809311053062,4.328102738699954e-05,0.00034694057814773315,0.0
Myo9a,2.5395577351125977,5.091885833940042,4.3293218622385786e-05,0.00034694057814773315,0.0
