gene,logFC,AveExpr,P.Value,adj.P.Val,B
Tpp1,0.4450271649895958,6.254626311554243,0.11812646493660617,0.1974576444687895,0.0
4930503E24Rik,-0.382767066652828,2.537167931301361,0.11814240814773669,0.1974576444687895,0.0
Dnajc2,-0.4778418919656042,4.607997219813448,0.11817008889595275,0.1974653391304442,0.0
Psd,0.8751617939443621,6.145840938716277,0.1182278450885075,0.19753724521887261,0.0
Insr,0.35600497955878296,5.822264725352266,0.11836681251522722,0.19774480571504024,0.0
Trp53i11,0.8459483247718182,6.270306602683701,0.11838380843560509,0.19774857304988697,0.0
Gins3,-0.37172559193661603,1.443645677571965,0.11840559737148927,0.1977603447134622,0.0
Mlxip,0.47534356670307254,7.731795211312773,0.11848838810644617,0.19787398561533368,0.0
Upb1,0.6815356583296999,1.5552547126696386,0.11870721680524796,0.1981900825690605,0.0
Slc39a4,-1.6628511157845849,3.093119737363526,0.11869979673970701,0.1981900825690605,0.0
Mmab,0.45214707799206977,3.1964746978730325,0.11879364237556948,0.19830969542910212,0.0
Upf3b,0.36155229161573565,4.495845552940138,0.11883030193375865,0.19834621132778057,0.0
Smoc1,-1.3487316406692238,2.1718201888180935,0.11885234721962006,0.1983583276873853,0.0
Dgki,1.618699167032106,2.494788335344351,0.11891948133119443,0.19844568255479206,0.0
H3c14,-0.5949503237977214,2.411243836829993,0.11914967874572079,0.19880509208629904,0.0
Echs1,-0.0994724313483557,5.68279920487985,0.11925124941273113,0.19892508217754143,0.0
Ipo7,0.5708942151050564,7.679565206139134,0.11925011247052453,0.19892508217754143,0.0
Itga10,0.5494819986339232,2.676032395161212,0.11928494955211737,0.1989495070404104,0.0
Tob2,0.5141271593193739,7.428403316023168,0.11929555233940076,0.1989495070404104,0.0
Zfp335os,0.29959697857526424,0.9360296312120434,0.11942655523787195,0.19914322417850244,0.0
Areg,-2.9554643658045334,3.182513330140105,0.11947734161064635,0.19920314910599315,0.0
Elk4,0.7456642172511376,5.197707312946872,0.11958506348965699,0.19934365625303435,0.0
Trim8,0.8015972206858359,6.178441119511475,0.11959133399362061,0.19934365625303435,0.0
Denr,-0.6216648615124312,5.310281168125804,0.1196788023471686,0.19945822866801385,0.0
Dgcr8,0.4887975418723367,3.6699299027028247,0.11968980549962815,0.19945822866801385,0.0
Napepld,-0.29038749235789973,1.7185910299155331,0.1197207682930036,0.19948504616204735,0.0
Ice2,0.6204930230165537,3.3461615603875874,0.11983522384491968,0.19965095974659683,0.0
Xaf1,0.6600846994830343,1.860578204020608,0.11993508412317723,0.19976771213216074,0.0
Zmym3,0.4806453176591434,4.970773588380961,0.11992112333394501,0.19976771213216074,0.0
Chrnb1,-1.4100825516308833,4.015171656967472,0.11995889219090425,0.19978256222730978,0.0
Arid2,0.5267423001796292,6.387204531094288,0.12006512633619405,0.19993466606256743,0.0
Irx3,-0.9893546306869752,6.653550238557401,0.12012536237137027,0.2000101447451821,0.0
Cebpb,0.5386867570754852,8.94614863333964,0.1201549335290282,0.20001748713112416,0.0
Ppifos,0.6281524203272935,2.6371132481881614,0.12017450214512568,0.20001748713112416,0.0
Frk,-0.37625982643996236,3.943322619116038,0.12016249299185792,0.20001748713112416,0.0
Specc1,0.8441409218433353,5.279827893763656,0.1203498632222211,0.20028450752091503,0.0
Bcl11a,-0.7187708136957849,1.8954032588448033,0.12047508576496982,0.2004680321926408,0.0
Taok1,0.680682912788261,6.7984646501624875,0.12049114880224157,0.2004698947267854,0.0
Ybx1,0.5659121409549188,7.649452150092098,0.12054163344500127,0.20052901942766518,0.0
Brpf3,0.6165864413885185,5.25519862429863,0.12061673733486336,0.2006042067130166,0.0
Uba3,0.5137722576899497,5.51027790539899,0.12061416251832567,0.2006042067130166,0.0
Keap1,-0.3392507453640974,4.487527593652506,0.12064103614298607,0.20061974710030472,0.0
Ndufaf5,0.24633046058775587,2.840768860837052,0.12066796817390772,0.20063966200458255,0.0
Primpol,-0.3452870162273918,2.641935465841551,0.12070823749921605,0.20067243345377633,0.0
C230062I16Rik,0.6293170254714902,4.777106191868692,0.1207175950780451,0.20067243345377633,0.0
Prr36,0.9095712343288209,1.7895420483870301,0.12079111696225724,0.20075139761582442,0.0
Anapc13,-0.31280849163763147,4.482217916869257,0.1207950265788248,0.20075139761582442,0.0
Zscan26,-0.5105260901760467,4.89436611135374,0.12082132354846262,0.2007702285894495,0.0
Brox,0.48499439652078546,4.76186460799141,0.12093875251699357,0.20091491692595845,0.0
Pcmtd2,0.5602891086073507,4.871157107769764,0.12095332605993593,0.20091491692595845,0.0
Spice1,0.7684464192723635,4.253287331312697,0.12094419036681558,0.20091491692595845,0.0
Rbm33,0.5655807601379097,6.573242314132107,0.12108394419575538,0.20110698420032916,0.0
Ccsap,0.43065598714356756,2.780964664198016,0.12110394216992362,0.2011152988622834,0.0
Rrad,1.4082786557191302,3.7133219406902995,0.12113438387793046,0.2011409530538974,0.0
Arfip1,0.34806001829191757,5.482117395804221,0.12115680280527474,0.20115328089514367,0.0
Gmcl1,0.3168085552024853,4.118169784217883,0.12123516535853501,0.2012584758426862,0.0
4933407K13Rik,0.5814452906742413,1.7502245912447714,0.12128677928482158,0.20131924574435556,0.0
Brd8,-0.4973980821386643,5.412747075009283,0.1213357173170507,0.20132875385920104,0.0
Tcf12,0.7349944235345225,6.915266060674537,0.12135253847972417,0.20132875385920104,0.0
Retsat,-0.5791310321063294,5.018914385970608,0.12132754229822426,0.20132875385920104,0.0
Zfp202,-0.8892120839853401,2.756907979508267,0.12135225835600538,0.20132875385920104,0.0
Apool,-0.43172639899360554,3.550400523992483,0.12137512156713279,0.2013413201215638,0.0
Atxn7l2,0.9585304485760493,3.045867351000053,0.12145115840592272,0.20144254327589678,0.0
Sqle,0.6199693290926325,6.498701219156814,0.12153160198060631,0.20155104964394036,0.0
Isoc1,-0.6240450945998024,5.980932834769917,0.1216644212930292,0.20174637968429998,0.0
Ppid,0.6855743338214815,4.927995642709408,0.12181802429090441,0.20197612110523824,0.0
Csde1,0.39479926827539824,8.010241217659607,0.12195841285808494,0.20218389872605158,0.0
Zfp64,-0.5746392362602339,3.3458415019032404,0.12197490772505053,0.2021862581405601,0.0
Tsr3,-0.3436876385315326,2.6205617213460948,0.12200235144857934,0.20220519003781812,0.0
Pcnx3,0.5467134670042375,6.33583906519209,0.12201647509177321,0.20220519003781812,0.0
Ints15,-0.5154813100542324,4.865967290598985,0.12206347348537211,0.2022580900205369,0.0
Rab3gap2,-0.21032218390376478,5.988887488868638,0.12229142871154464,0.2026107837674906,0.0
Metrnl,0.7464093534097942,3.5376056733820995,0.12239839862215664,0.20276296832751683,0.0
Ikzf2,0.3669007393874555,4.042977653634575,0.12242988263837623,0.20276504636960707,0.0
Wdr45b,0.5733014275881434,6.200925643177274,0.12242288187091553,0.20276504636960707,0.0
Dennd4a,0.6250611189125044,6.431139187944409,0.12251128014926506,0.20287480844369715,0.0
Mettl5,0.3456783918793125,2.986915244900878,0.12274529798243236,0.2032372466593841,0.0
Chmp1a,-0.49046211330652856,5.774814058449667,0.12280058217125335,0.20325352372947117,0.0
Mdfi,0.9167551005850907,5.492790869171252,0.12279437525474794,0.20325352372947117,0.0
Kif26b,0.9087601068842679,2.336487127642672,0.12279158204069088,0.20325352372947117,0.0
Hspa1a,1.235732976699154,6.6226344204678815,0.12297599147780341,0.20351874237290066,0.0
Rnf13,0.5049881229555533,5.913395116524108,0.12306364999559824,0.20363869059959916,0.0
Celf1,0.48229937326798566,7.322262889388405,0.12308960452364959,0.2036565175980216,0.0
Dapk2,0.9910431416409144,2.8197847861228156,0.12326753385099133,0.20390599211537436,0.0
Asxl1,0.8617390180927487,6.363421028082155,0.12327078613907462,0.20390599211537436,0.0
Olfml3,0.7207317652666326,1.327705571631307,0.12342897776113575,0.20414249003398297,0.0
Gm3141,0.516454833497968,4.79813148165709,0.12345101097395696,0.2041537613678048,0.0
Foxj3,0.6092536732239218,5.712456665511098,0.12351734075127502,0.20423827513599832,0.0
Mif4gd,-0.4698615022262578,4.591728533883765,0.12356383545011543,0.20428997443471758,0.0
Nsun4,0.5270602063498742,3.4927604589379952,0.12368106737056679,0.20445859750784393,0.0
Syncrip,0.5885559428136666,7.6857984256979455,0.12375978971217776,0.20456352624308335,0.0
Alg10,-0.2769004966001063,4.80227507637652,0.12402780936052708,0.20498128157835047,0.0
Etnk2,0.5495937569372453,1.3631563532376763,0.12409911899002989,0.2050738705655643,0.0
Cenph,-0.7914085091052163,2.33922430624077,0.12422123891100499,0.2052503904410804,0.0
Mycbpap,-0.7111683502937529,3.0433453088811984,0.12432318634564998,0.20536824834711176,0.0
Ccnt2,-0.4312863406274756,5.348572388481835,0.12430938348372124,0.20536824834711176,0.0
Ttf2,0.2370544926360747,3.6497828508569845,0.12436447011221943,0.20541115077018268,0.0
5730455P16Rik,0.3532508856396146,3.278211852136263,0.1243940167702684,0.20543465898967755,0.0
Aasdhppt,0.2527460304535385,4.463139098598394,0.12445341210368291,0.20546391705634878,0.0
Ifi35,-0.2499299184359618,5.016124850534001,0.12445458616014399,0.20546391705634878,0.0
H2-T23,-0.21744140476218554,6.7034814154523055,0.12445768095414761,0.20546391705634878,0.0
Erbb2,-1.0417858146914796,4.99261964566712,0.12447958635688242,0.20547479401717456,0.0
Dffb,0.5433676178768794,2.7586908649104696,0.12476601517642735,0.20592225560922403,0.0
Mul1,0.36791784624321267,5.478289755791502,0.12483423668334213,0.2060064114523313,0.0
Mrps11,-0.2267613580982224,3.9074959259874027,0.1248477171157252,0.2060064114523313,0.0
Ssc4d,0.26880888578692463,1.5839786406699041,0.12511558196029857,0.2064230146350271,0.0
Zfp296,0.8842665448557643,3.2895623885942418,0.1251805291967552,0.20647938020096782,0.0
Arpc4,-0.38392180229411643,6.098825347071686,0.12517789854339986,0.20647938020096782,0.0
Ilf2,0.6774794420005836,5.891316792812359,0.12521572998106315,0.2065120503683258,0.0
Glul,-0.8024124452130286,7.842674191845705,0.12525766598201382,0.20655581919467922,0.0
Csn1s2b,-3.6631106460305185,4.238212674122326,0.12528456423588105,0.20657478235304136,0.0
Plekhg3,-0.9344913283134435,5.6479653458802765,0.12532172651230367,0.20658527416595646,0.0
Pdlim1,-0.9883455880037975,5.162048983472388,0.12531437655684674,0.20658527416595646,0.0
Abtb2,-0.6359618604722632,6.051535960656807,0.1255817117519657,0.206988409282789,0.0
Cbr1,0.35758861945740605,4.796874065708322,0.125622149500793,0.20702962353232657,0.0
Pon3,-0.9013001308646418,2.6341094106931573,0.12582839582223476,0.2073440523222306,0.0
Scrn2,-0.505457218909759,3.2254078977624547,0.12586513516943051,0.2073791191719369,0.0
Pfdn4,0.510927895124055,4.1280431994911675,0.1259343965674493,0.20746775512124924,0.0
Arhgap29,0.28713232673116895,4.810724627216218,0.12605862268935145,0.2076469085679825,0.0
Slc25a46,-0.23642311414618966,4.601254137321857,0.12612900846081274,0.20771755477366927,0.0
Gng12,0.7893831505621272,7.072505440720824,0.1261324786571979,0.20771755477366927,0.0
Cdc20,-0.6842394145069131,3.5087614635762407,0.12656065892309817,0.20839710807086803,0.0
Rab3a,-0.3360385516338722,3.015277489083792,0.12699027691419204,0.20907886165977985,0.0
Zc3hc1,0.4544213430044399,3.620756246422374,0.12704983380364357,0.20915124806428748,0.0
Gm13034,0.45476425536022425,2.201387291671424,0.12713446113707053,0.20921354221710023,0.0
Gm9234,0.26709726427569325,1.5536092488982787,0.12712203863294128,0.20921354221710023,0.0
Styx,0.7304323491315827,4.590872956717351,0.12711250970627952,0.20921354221710023,0.0
Ndufa13,-0.27894651726453734,5.424399666682921,0.127154801584121,0.20922134959536162,0.0
Nsd2,-0.5471222361463264,5.961586601583385,0.12723272645367228,0.20932389322737477,0.0
Luc7l3,0.5206488612274534,5.813192526894425,0.12733317839663266,0.20944029812738987,0.0
Pcyox1,0.23963661620956245,6.510562241307389,0.12733470529459498,0.20944029812738987,0.0
Csnk1a1,0.6136471317110601,8.489419561657131,0.12736815324403794,0.20946963047306227,0.0
Tigd2,0.44224430407835014,3.801264988320534,0.12739083695884273,0.2094764777574489,0.0
Rhob,0.8045044726394002,8.254047121172905,0.12741139360025133,0.2094764777574489,0.0
Cdc5l,0.5446507264224563,4.880020634138492,0.1274191620201851,0.2094764777574489,0.0
Eif3g,-0.36659819198304255,6.534228623867095,0.127815018464261,0.21010151607622365,0.0
Rps6ka6,0.7986564362953721,3.317202069378546,0.12792095818706628,0.2102498963586736,0.0
Slc36a1,0.39435331459020784,3.9728968792897668,0.12801116075218516,0.2103723779848786,0.0
Far1,-0.39692806881613407,7.0854273732518855,0.12805539508355324,0.21041700425004295,0.0
Sult1a1,-0.33443760545025336,2.1671975882654233,0.1280696861499516,0.21041700425004295,0.0
Pi4k2a,0.5338261222069214,6.799037137524604,0.1280898247611609,0.21042432025116012,0.0
Arid1b,0.6034738828233834,6.64599064035601,0.1282325166903416,0.21063293882710082,0.0
Lpo,-1.8009178341354692,2.738696493808746,0.12837303187464336,0.21083734654107578,0.0
Acbd6,0.5227375246417303,4.963770626782472,0.12838839238867297,0.21083734654107578,0.0
Rbm48,-0.3141152130688609,2.7845591650632424,0.1284282896779949,0.21087705092170156,0.0
Shf,0.19367028659043406,4.748154650019638,0.12846260807304483,0.2109075862562595,0.0
Sumf2,-0.3338326681083599,2.7795342012026816,0.12854512733442464,0.2110172397444085,0.0
Ddx19a,0.3733134216466345,5.300364287514994,0.1286058832125843,0.21109114441414636,0.0
Il4ra,-0.7137543223971488,7.228227569374957,0.1286390808262441,0.21111980294642335,0.0
Fnip1,0.6584647020903125,6.217196265042015,0.12867240468145869,0.21112283620373878,0.0
Vps9d1,0.36837917294147093,4.295402518265954,0.12866224797920495,0.21112283620373878,0.0
Anxa5,0.9711088828479975,6.371995623413871,0.12871241732284597,0.21116266092527558,0.0
Rnf113a1,0.36460389511831093,0.9517157706187543,0.12900706571891496,0.2116201744459824,0.0
Septin10,0.7502130394169271,2.860629385510723,0.12910672279899893,0.21175775600300412,0.0
Polr3e,0.6402517823287255,4.613350587481567,0.12939573370517118,0.21220583956661018,0.0
Hmces,0.6899901387802436,4.210848431578705,0.12948007785017773,0.2123182061312962,0.0
Gm13392,0.6239005400462982,3.8687280969439084,0.1296615705366788,0.21258982751766636,0.0
Sbno1,0.5652231118383169,6.878160443397511,0.12970039930070523,0.21262750294744723,0.0
Mcf2l,-0.9569468051985739,3.0120174848389887,0.12971726533381686,0.21262916843269225,0.0
Tlcd1,-0.21694253694608712,3.1936382596395934,0.12982889784311433,0.2127861532761611,0.0
Gm7085,0.5423955934565989,2.8118320265864516,0.12993946907751927,0.21294136057597374,0.0
Tcf19,-0.6659446733206602,3.6984813575237667,0.12999184682825757,0.2130011756688745,0.0
Pcif1,0.5789559970412457,5.246377106558227,0.1300139352007614,0.21301135084492112,0.0
E130102H24Rik,-0.30799203505587447,1.3987242549713035,0.13008766952465853,0.21310612854723338,0.0
Pi4kb,0.34763925821390096,5.279901475497115,0.13020113953700496,0.21313584952884948,0.0
Nup93,0.5637391594203622,4.952387251059801,0.1301851970363311,0.21313584952884948,0.0
Tmem63b,-0.4084612597622046,6.495080355081385,0.13016181714316585,0.21313584952884948,0.0
A930013F10Rik,-0.6172391028093667,1.7499395304579695,0.13016606744303363,0.21313584952884948,0.0
Rbl1,-0.6679750921717242,3.8281066597584386,0.1301909374117336,0.21313584952884948,0.0
Degs2,0.6356984280058025,2.289654050706636,0.13017114388734952,0.21313584952884948,0.0
Sytl1,-0.30326733673583206,5.247671444407422,0.1304038244656257,0.2134415940954574,0.0
Spsb2,-0.48737897886530224,2.662925432687269,0.13050841195603524,0.2135867203111154,0.0
Psmd10,-0.49499106246900704,3.8226823583381733,0.13057988042880214,0.21365155457401888,0.0
Zfp146,0.8081940396911298,5.299045684954799,0.1305655675294106,0.21365155457401888,0.0
Ppp2r1a,0.5498121483263319,7.484412486861657,0.1306902310496388,0.21380603043059812,0.0
Zfp747l1,0.5894156004083917,2.4472728638933017,0.13087840683741078,0.21408777316471964,0.0
Hadha,0.6083308669044518,7.505354688463129,0.13104297270798573,0.21433083136766992,0.0
Prmt1,0.9722597375304076,6.687520771407222,0.1310947949300391,0.21438945190618972,0.0
Snora3,0.3410313989084339,1.2847122104132547,0.1311484607729832,0.2144510728022391,0.0
Cdo1,-1.7992595009536132,2.440844392286707,0.13117142718128205,0.21446248575708696,0.0
Zfp105,0.5314266257568685,0.9702639267667771,0.13119805529472792,0.21447988201057458,0.0
Atrx,0.525066561705124,7.596137012218382,0.13122985474120213,0.2145057269834564,0.0
Hmga2-ps1,-0.6690881182231363,1.0470761527238508,0.13125332637764717,0.2145179548435839,0.0
Ssr1,-0.29305140040744426,7.2922314605689955,0.1313534564293212,0.2146554535265372,0.0
Ppp6r1,0.47030051174923404,6.87828296343305,0.13138757453403363,0.21468505631839968,0.0
Ewsr1,0.5152859555978999,7.174160543654317,0.13143244001883692,0.214732210796821,0.0
Ino80d,0.6067481493770286,5.981352804564438,0.13160244137364188,0.21498377387084827,0.0
Selenoi,0.46810748499351185,5.346938087755006,0.13167964587141473,0.21508370258919135,0.0
Pkmyt1,-0.19214896690717964,4.312599244393433,0.13173555144729412,0.21511199294980685,0.0
Gm6314,0.36359822466124214,3.283519290100552,0.13174507149277773,0.21511199294980685,0.0
Fundc1,-0.25626447192748447,4.202145642439034,0.13171542510019912,0.21511199294980685,0.0
Inpp5f,0.6292783360885696,4.439424337962211,0.1318485307981179,0.21525472078091173,0.0
Trmo,-0.44243410283096263,1.791818150150225,0.132095375221678,0.2155306250682739,0.0
Ywhab,0.45155573015342654,7.655038030792284,0.13208632929381936,0.2155306250682739,0.0
Atg12,0.4805888785858352,5.137277203722537,0.13207565884681544,0.2155306250682739,0.0
Aak1,0.3330374993031846,5.912905501570229,0.13209786055246722,0.2155306250682739,0.0
Atf6b,0.3415595651066816,5.933294644743686,0.13203848917166341,0.2155306250682739,0.0
Nme7,0.47851642767331803,3.94992281417775,0.1321546188708374,0.2155970098689388,0.0
Mcm10,-0.5366863038851122,3.0064382882626375,0.13225158770471832,0.21570274152690533,0.0
Vps13a,-0.34563214588858404,5.414421011066703,0.13224205809720121,0.21570274152690533,0.0
Brat1,-0.3723556525752256,2.8880643000676316,0.1322747752291294,0.21571433378297725,0.0
Sh3glb2,-0.4465996554302132,5.176981988078573,0.13231533869009904,0.2157542565367301,0.0
Cttn,0.7152156606367273,7.833719253168738,0.13233543575331758,0.21576080100033485,0.0
Tbx3,1.5144689804448679,3.673735705681692,0.13239790249429934,0.21583641535557488,0.0
BC039771,0.6897993272903231,1.3495742298620856,0.13250120628830572,0.21597857622814354,0.0
Ilf3,0.7328615557010139,6.650648786114076,0.13257850496808063,0.21606262764301765,0.0
Prkd3,0.7958993736524853,5.346935029500917,0.13258498328418347,0.21606262764301765,0.0
Zfp942,-0.4237851043392524,2.968895632411394,0.1326953226403819,0.21618991416331346,0.0
Ddx60,0.556390635915524,1.6224074128943327,0.13284691007845037,0.21635805495962265,0.0
Borcs7,0.4698184846238451,3.1384390874382397,0.13283283294982462,0.21635805495962265,0.0
Hadh,-0.3490967518717216,5.915386971459601,0.13284042710882993,0.21635805495962265,0.0
Trip6,1.0907340259617522,5.709175754459259,0.13294760886561247,0.21646949544024655,0.0
Map3k7,0.32657439804856736,6.332414560881823,0.13293742989096002,0.21646949544024655,0.0
Arf3,-0.3705803036027877,7.5514614817720185,0.1331284859036356,0.21673769883462035,0.0
Angel2,0.3926286155476557,4.952264666515245,0.13315719991465408,0.21675814062068735,0.0
Xpa,0.6472374393481402,2.5736754251323517,0.13326140321457192,0.21690144675121115,0.0
2310033P09Rik,0.517764008291191,3.9709002834398834,0.13328151549079195,0.21690786489251174,0.0
Crtc1,0.47501419452689175,4.115855401468093,0.1333582472196717,0.21695378200968904,0.0
Hdac7,0.836837567641576,4.250102024378786,0.13333410365537496,0.21695378200968904,0.0
Cog3,-0.3324583372627883,5.333298917794249,0.1333504697262747,0.21695378200968904,0.0
Rab5c,0.3488394875262184,6.763361346967262,0.13343104332071054,0.21702324135391807,0.0
Tmem138,0.4952193502582649,1.820622979070615,0.13343329815036273,0.21702324135391807,0.0
Intu,0.18428931776177837,3.439625540989708,0.1335578208289197,0.21717311108120702,0.0
Gpbp1l1,-0.49883707862568993,5.133483062188238,0.133548116267646,0.21717311108120702,0.0
Tmem160,0.30443396152484503,3.6821003397217744,0.13360328202125746,0.21722070395287463,0.0
Nop2,0.7430020554560803,5.686983422570486,0.13379347345568068,0.21747721391105737,0.0
Brk1,-0.3588661091168026,5.689385502397389,0.13377996516359633,0.21747721391105737,0.0
Kiz,0.7139743644630308,4.20410362935381,0.13385226627386834,0.21754642016766945,0.0
Hspa1l,1.1107198111675975,4.841746003000876,0.13396204945554815,0.21767210434183362,0.0
Snrk,-0.32508395277914026,4.641123749137344,0.1339605845082622,0.21767210434183362,0.0
Csnk1g1,0.6606443849750265,5.058737647727247,0.13401772105806362,0.2177361908676182,0.0
1700096K18Rik,0.19960508204464422,1.0633503858864586,0.1341124921075086,0.2178141210753153,0.0
Nrip3,0.8160976900123096,2.6252685363627157,0.13411439732255717,0.2178141210753153,0.0
Gfm1,0.19812704380340662,5.109936255898006,0.1340901437801392,0.2178141210753153,0.0
Elovl6,-0.7663037298292297,5.0807798538493305,0.13423222028526233,0.2179790866876642,0.0
Emc9,-0.285845844999862,1.5000630838845321,0.1342571367220922,0.2179931601460744,0.0
Mrpl4,0.3545731850204348,5.150571032741271,0.1343065463467352,0.2180469949463213,0.0
Mkks,0.20129690678631684,3.7772137292234524,0.13455843004415796,0.2184294940757961,0.0
Ythdf3,0.33563776600311,6.956887617156426,0.1348754099289794,0.21891755888654066,0.0
Sp1,0.6531498323693521,6.7273410826247115,0.1351020570165325,0.21925890332407252,0.0
Ndc80,-0.6407934467672138,2.546185029299705,0.1352718260695835,0.2195078682379899,0.0
Ctcf,0.41130616122941444,5.874475692156241,0.1353038466550481,0.21953327320724123,0.0
Krt6a,2.263159214434368,3.8424612839583205,0.1355570877455864,0.219917563442622,0.0
Klf5,0.7770366568318154,6.754072040469873,0.13563989534218376,0.22002529576969712,0.0
Mettl8,-0.3319244275358333,2.850928329107681,0.13580387130821944,0.22026465162613518,0.0
Nuf2,-0.7452948576931662,2.548977401064515,0.13592443071027965,0.22039892191682803,0.0
Rps6kb2,-0.4289570384111441,4.36092954405679,0.135925416708367,0.22039892191682803,0.0
Aldh1l1,-1.0350793915626595,2.2829843641021967,0.13593594334251474,0.22039892191682803,0.0
Itgb4,0.9563472181803432,6.404226008974469,0.13600222083272362,0.22047973322912234,0.0
Cldn23,-1.0297121275381336,2.2463913805366387,0.1360556936559503,0.22053976925985663,0.0
Cab39l,-0.6623242841377834,5.389259553423652,0.1363475513121583,0.22095945890947136,0.0
Pds5a,-0.2892905836266557,6.28909182542258,0.13634624648364393,0.22095945890947136,0.0
Sp3os,0.3267361527973265,1.464534780435619,0.13644646688424136,0.22109304907018937,0.0
Xk,0.5744528728119904,2.0422204720555928,0.13646481095370222,0.22109606750530378,0.0
Phb1,-0.3660480646779387,5.293526454237424,0.13654348548447748,0.22119681895595525,0.0
Arid1a,0.5797886443092821,7.309709948951823,0.13666067862047962,0.22133321305007053,0.0
Nsd3,0.49811662793756284,6.961663161409831,0.13665720344782326,0.22133321305007053,0.0
Ccl28,-0.7814892654387153,1.6410288799631234,0.13681798407429172,0.221561233263716,0.0
Noa1,-0.23932345720740056,4.047642444931094,0.1369685046045873,0.22177821234406017,0.0
Ppa1,-0.5401809433016052,5.7523692734265515,0.1370658159598224,0.2219089936158602,0.0
Uap1,-0.385242934388069,6.797870642800157,0.13716476328513208,0.22204239163389003,0.0
Prep,0.5512655923418919,5.462113841504293,0.13721367257984757,0.22209476564414277,0.0
Sbf1,0.4468232306955171,6.366944149773299,0.1372365965576545,0.2221050721222023,0.0
Gm5093,-0.5688764768276409,4.5692742362364465,0.13735586500145494,0.2222444734042357,0.0
Vat1,0.3472699794866889,6.004128703074559,0.1373511296685986,0.2222444734042357,0.0
Smarcad1,0.3905960779756654,4.471339464148909,0.13751175797175,0.22244305235632778,0.0
Cyb5d2,-0.22817033737304837,1.682027232469909,0.13750514184461304,0.22244305235632778,0.0
Stac3,-0.36371733734918,1.3818214689261323,0.1377019612215606,0.22272387385908313,0.0
Zfp119a,-0.4532811105835779,2.159650702163398,0.13776226393706428,0.22279454740394422,0.0
Pafah2,-0.3430610837084367,4.130272668237875,0.13780532092080683,0.22282495602366897,0.0
Pdzrn3,-1.1902920474024157,4.810973303941963,0.13781428700174295,0.22282495602366897,0.0
Dcaf6,-0.2267483724877115,5.765537494186057,0.13795535102321718,0.22299928111537037,0.0
Prpf19,-0.5618450796256065,6.376970869073596,0.1379525713995085,0.22299928111537037,0.0
Mybbp1a,0.748044836417499,7.464189375015601,0.13807859187831176,0.223171603620187,0.0
Zbed6,0.5406088248936998,6.645404811556265,0.13810738398526393,0.22319124878476276,0.0
Xpo5,0.3553522454366185,5.298540252149196,0.13814905049348908,0.2232316926487781,0.0
Dnai4,0.5938774046133117,1.8468530210398526,0.13822541481658907,0.22332818737378565,0.0
Scrib,0.5344487777267215,6.673731809275804,0.13836236765369422,0.22352253878544173,0.0
Prdm15,-0.3782168032780939,3.967116649062987,0.13850997013061847,0.2237340456715529,0.0
D030056L22Rik,0.7614081009217295,3.7369866919138985,0.13856725452872354,0.22379962912386545,0.0
Anxa2,1.8650484830116154,7.834173192793108,0.138777202922629,0.22408475893200144,0.0
Imp3,-0.33283708421579394,4.7898052026869475,0.1387675661580533,0.22408475893200144,0.0
Rrbp1,-0.24826559717586605,8.53540099035754,0.13879474798118133,0.22408611676104798,0.0
Hscb,-0.526628079493741,2.888695934406186,0.1389977079516177,0.22438679328170294,0.0
Pus7l,0.4877518546408508,2.3831980024345936,0.13903044129739173,0.22441263024961017,0.0
Stxbp6,-0.7369867646566544,4.137329778563827,0.13908830617508025,0.22447902157587843,0.0
Rnf216,0.49040719123011733,5.825411491152288,0.1391306737258798,0.22452038831140114,0.0
Lcmt2,0.39534792466644486,3.0317657615736056,0.1392802494854571,0.224734730195743,0.0
Vrk2,0.45538474086362224,1.9895439282050351,0.13929902098241298,0.22473670505164778,0.0
Lmbrd1,0.4939590930760289,5.697545513824572,0.1393149786961985,0.22473670505164778,0.0
Klc3,-0.5957136291878529,4.98699913620341,0.13944913795189107,0.224926077386632,0.0
Snrpc,0.4864908408378419,3.6339125456783496,0.13957486280964668,0.22510180146566605,0.0
Txnl4a,0.5440684541325007,7.274290226105344,0.1397920952187776,0.22538395341056794,0.0
Srp14,-0.22392411863782158,5.78752572347702,0.13980021441143017,0.22538395341056794,0.0
Clec2d,0.5506342976672158,5.173931467833032,0.13979237813179993,0.22538395341056794,0.0
Klf7,0.797980291010369,3.8699968310586805,0.13993344196594576,0.22557163229670302,0.0
Szt2,0.4813633201849692,5.505953813665887,0.1400049801074683,0.22565983517261654,0.0
Ralgapa1,0.5231893099611948,6.421807239490356,0.14015302879877797,0.22587132164051016,0.0
Wdr33,0.5718191868881304,5.8713636774049975,0.14022553648040256,0.22596102965580783,0.0
Rbm45,-0.24373323198532226,4.419782804589699,0.14025349357767652,0.22597893542451725,0.0
Ppt2,-0.25581299430320925,3.65090223373698,0.14027742562395656,0.22599035243729765,0.0
Tceal8,0.4047194730764083,6.002374487903179,0.14030599265169888,0.2260092328797479,0.0
Pcgf1,0.3975051061090029,1.422874217676239,0.14041233805251693,0.22615338155535056,0.0
Hikeshi,0.31128001186493925,3.6355907981499627,0.14077621585158367,0.2267122371727485,0.0
Cry2,-0.8981370022873025,4.4257117418767775,0.14080839376336168,0.22671738264938515,0.0
Acaa1a,-0.45130880753341707,5.889504239257658,0.14081321149718054,0.22671738264938515,0.0
